Organization Id,Name,Country,Founded,Industry,Number of employees
C412CFBf322CbbC,Murillo-Jensen,Bhutan,20th century,ACCOUNTING,1732
77Dd4CCAeefC0ce,"Hurst, Gay and Middleton",Mali,20th century,MEDIA,6796
c94738dB5F8ECa0,Carney and Sons,Bermuda,20th century,GOVERNMENT RELATIONS,7927
2dBfB4b991E0cdd,Keith-Patterson,Rwanda,20th century,RESEARCH INDUSTRY,7145
0deafED0BeD190e,"Beard, Harrell and Mclaughlin",Poland,20th century,NON - PROFIT / VOLUNTEERING,5738
9CA43Ab2bfF5C3A,Lawson and Sons,Namibia,21th century,TEXTILES,2331
bEdaf4D0b3CfA7A,"Finley, Chavez and Kelly",Bolivia,21th century,PUBLISHING INDUSTRY,2732
4C17f0EeFa2dcEF,"Hayes, Rangel and Vaughan",Cuba,20th century,INVESTMENT BANKING / VENTURE,6748
0D8Beb3BB41dF6a,"Sloan, Barrera and Riggs",Honduras,20th century,CONSTRUCTION,9742
FacD874F8bB1f5E,Griffin-Marquez,Croatia,20th century,MEDICAL PRACTICE,7595
8E3cf6eCAA765d7,Suarez-Juarez,Belize,21th century,DEFENSE / SPACE,2480
3b4d74C7BfEaf1c,"Velez, Sharp and Shea",Senegal,20th century,HUMAN RESOURCES / HR,8024
eaf73AD9F5a2Af9,Lindsey LLC,Heard Island and McDonald Islands,21th century,VETERINARY,7679
C65f7E27EF2ac3D,Fitzpatrick-Garrison,Central African Republic,20th century,INFORMATION TECHNOLOGY / IT,2336
ffd33cB576b7316,Flowers PLC,Saint Martin,20th century,FARMING,6106
BAF992Ac7bEdbD4,Pope Group,Guyana,20th century,FOOD / BEVERAGES,5955
FB3a60D1Edd3BF8,Cabrera Group,Comoros,21th century,PUBLISHING INDUSTRY,5471
2A3CB7CE2A61Fa5,May-Archer,Timor-Leste,21th century,MANAGEMENT CONSULTING,9857
25b56b145Ee6F15,"Sawyer, Summers and Alexander",Sweden,21th century,COSMETICS,2448
9A8b2D8Ec045BC0,"Malone, Tapia and Rojas",Senegal,20th century,HOSPITAL / HEALTH CARE,7918
DaD6efD95d203Fa,Woodward Ltd,Samoa,20th century,NON - PROFIT / VOLUNTEERING,1533
fe1D9F3d2Ce3eBA,Ponce Ltd,Korea,20th century,WINE / SPIRITS,3113
CcbaacbDaDFaaAB,Cooley-Knapp,Costa Rica,21th century,ACCOUNTING,3324
DDeCFCDe9394F51,Moses-Wheeler,Greece,20th century,PERFORMING ARTS,3149
e81C80Bb65c64ce,"Wise, Dodson and Sellers",Moldova,20th century,EVENTS SERVICES,7442
b0BAbbf38A5b8E2,"Lang, Mercado and French",Romania,21th century,WIRELESS,8064
06c5AAe8a091EDC,Crosby PLC,Macao,20th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,3564
23B85CFdBFdd381,Jennings Group,Northern Mariana Islands,21th century,MENTAL HEALTH CARE,8821
CedcF35fa521Bb8,"Gardner, Wallace and Buckley",United States Virgin Islands,20th century,FOOD / BEVERAGES,8871
dacFEa35d7f01aA,"Gonzalez, Winters and Turner",Liberia,21th century,RELIGIOUS INSTITUTIONS,7793
FA1aaAB3eecca54,Dawson PLC,Mali,20th century,LEISURE / TRAVEL,5242
adDeDaF43dE98F8,Espinoza Group,Algeria,20th century,PHILANTHROPY,3081
dEf60031bdbcc63,"Proctor, Sampson and Booker",Korea,20th century,INFORMATION TECHNOLOGY / IT,9277
DdE0dCD5Fb4fC51,"Bond, Cline and Trujillo",Myanmar,21th century,ALTERNATIVE DISPUTE RESOLUTION,5954
e2deaCC3650dAE0,Winters-Preston,Micronesia,21th century,COMPUTER / NETWORK SECURITY,8476
b0cF6ed8aCb26bd,Mclaughlin Inc,Norfolk Island,21th century,EDUCATION MANAGEMENT,8194
1df5bB93b06dF01,Mays-Reeves,Myanmar,20th century,RENEWABLES / ENVIRONMENT,7922
f49c149bA310E17,Robbins Group,Afghanistan,20th century,PAPER / FOREST PRODUCTS,8020
57c4A8eA6bacCb2,Collins-Roberts,South Africa,20th century,E - LEARNING,8240
52c23c9C110D9c8,Holder-Owens,Congo,20th century,TOBACCO,8919
cEaF9c775453D00,Lara LLC,Indonesia,20th century,PACKAGE / FREIGHT DELIVERY,7033
e42FDe101606a91,Orr LLC,Namibia,20th century,GRAPHIC DESIGN / WEB DESIGN,1462
DDf7b28e7f8f7Dd,Gordon-Yang,Iran,21th century,MUSEUMS / INSTITUTIONS,4354
BAF0eDD5Fb56eD0,"Fitzpatrick, Nash and Casey",Guatemala,21th century,CONSUMER ELECTRONICS,5854
f8f437E56dDd3af,Reynolds Group,Chad,20th century,SHIPBUILDING,6902
af16673D7bfC19c,Mata-Vargas,Cambodia,20th century,EVENTS SERVICES,2617
Da68aE0eD43f854,Velazquez-Walker,Djibouti,21th century,JUDICIARY,9518
c452eB357158Aca,Cox-Ochoa,Israel,20th century,MILITARY INDUSTRY,8460
5E51a399ede05c8,Duncan LLC,Mauritania,20th century,OIL / ENERGY / SOLAR / GREENTECH,1088
3df11858fE7ed6D,"Harper, Walls and Hebert",Namibia,20th century,GAMBLING / CASINOS,6550
a0Cd4BE73C7fB8F,Hebert Ltd,Nauru,20th century,NANOTECHNOLOGY,7713
e19D92eAaC16cf6,Carlson-Huerta,Australia,21th century,MUSEUMS / INSTITUTIONS,7587
D58fBff5E0dCE0C,Shannon-Yates,Hungary,21th century,HEALTH / FITNESS,9432
34C8AABACE7B56d,"Lowery, Hoffman and Best",Vietnam,20th century,MANAGEMENT CONSULTING,3415
e710d22B6Fae7b2,"Hutchinson, Walsh and Bond",New Caledonia,20th century,STAFFING / RECRUITING,3364
E96dB5eeA01632B,"Hunter, Michael and Meadows",Yemen,20th century,BROADCAST MEDIA,4029
AB724ccA4C10bD6,Neal-Davila,Haiti,20th century,MOTION PICTURES / FILM,4916
9aEb2d3Abbb2650,Nicholson Group,Comoros,21th century,INFORMATION TECHNOLOGY / IT,8908
eF76A18eC0EC2F7,Miranda-James,Madagascar,21th century,OIL / ENERGY / SOLAR / GREENTECH,3723
f4558Ce89612A2d,Hurley Inc,Mali,20th century,MEDIA,3882
AfdB4a831c02Aec,Mccullough and Sons,Pakistan,20th century,OTHER INDUSTRY,9118
A11946FCE4Dd7Ab,Knox Group,Saint Barthelemy,20th century,VETERINARY,6770
ce96debCf3BaCcd,Clark and Sons,Pakistan,21th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,1809
df4A32d891C8097,"Gill, Sampson and Bradford",Tanzania,20th century,AIRLINES / AVIATION,6277
BC45d836a1257C5,"Wilson, Khan and Yu",Portugal,20th century,LAW ENFORCEMENT,4873
AE3EA71C78CCad5,Bray-Sims,Russian Federation,20th century,CONSTRUCTION,2686
100ABBEAd1D79dc,Holden-Rush,Malaysia,20th century,PRIMARY / SECONDARY EDUCATION,7129
81295Ce2860Bf27,Marsh LLC,Palestinian Territory,21th century,COMPUTER / NETWORK SECURITY,2124
F2049F1eCC5fb79,Freeman PLC,Macedonia,20th century,TOBACCO,6960
F35dF4f94419fc4,Bates-Gutierrez,Germany,21th century,RANCHING,3733
330C529901D275F,Huff-Baird,Congo,20th century,REAL ESTATE / MORTGAGE,1915
Cc7dcAEbeaD5eDA,Roberson Ltd,Macao,20th century,RESTAURANTS,4700
A1fADB80cd0a23d,"Stafford, Duncan and Costa",Trinidad and Tobago,21th century,TELECOMMUNICATIONS,3130
ACad618a9cB34c4,"Skinner, Powell and May",Myanmar,21th century,EDUCATION MANAGEMENT,3223
ac05C9CD72112C1,"Michael, Madden and Gutierrez",Sao Tome and Principe,20th century,ARTS / CRAFTS,4258
8d1EcaE3Ada0B7D,"Rosario, Bernard and Fritz",Wallis and Futuna,21th century,SUPERMARKETS,9519
6a30BFFEE5F62fC,Morris-Tanner,Western Sahara,21th century,SECURITY / INVESTIGATIONS,6731
01ab2f9faa5caD3,Waller Ltd,South Africa,20th century,IMPORT / EXPORT,2087
e22960F12f7BF8C,Brown-Valenzuela,Equatorial Guinea,20th century,PHILANTHROPY,3572
0E23255d772aA7e,"Benjamin, Stevens and Erickson",India,20th century,COMPUTER / NETWORK SECURITY,5618
bc3759d6E99CACc,"Nicholson, Hensley and Taylor",Burundi,20th century,FINANCIAL SERVICES,8762
cbF69c3c5A90CEe,"Myers, Ellison and Molina",El Salvador,20th century,ALTERNATIVE MEDICINE,6328
245A1CD52BbC7Da,Dyer-Roberson,Tuvalu,20th century,RELIGIOUS INSTITUTIONS,9644
44928BbA625EBE4,Giles Inc,Norfolk Island,20th century,HOSPITAL / HEALTH CARE,9519
ac8E61dbF4C658c,Frederick-Wong,Bhutan,20th century,MANAGEMENT CONSULTING,1936
e9d0Fd43F5fCdbf,Galvan-Solis,Gabon,21th century,AVIATION / AEROSPACE,6604
eab3D3bDB7E4dd6,Bolton and Sons,Dominican Republic,20th century,DEFENSE / SPACE,1976
ff04C903D2BD7be,"Sherman, Burns and Salas",Chad,21th century,SHIPBUILDING,7486
E2F2Fe5f7Edbbd8,Cooper-Calhoun,Guinea-Bissau,21th century,COMMERCIAL REAL ESTATE,7446
c2FEcdA0f3B8CFf,"Barber, Carlson and Castro",Saint Barthelemy,20th century,MACHINERY,3441
06ADdfbBa1EaFbD,Richards Inc,Senegal,21th century,DESIGN,2017
cfd16a34222af9b,Frazier-Schwartz,Greece,21th century,SPORTING GOODS,1652
19B5Cc8E534f4ab,Drake PLC,Kenya,20th century,RESTAURANTS,8630
54A8Fea1B2fC37A,"Mcgrath, Ferrell and Mcpherson",Kuwait,20th century,HUMAN RESOURCES / HR,9714
b3A98C231b9Bbc6,Clayton-Guzman,Korea,20th century,INFORMATION TECHNOLOGY / IT,7673
b53E36cf605ad1c,"Duran, Oneal and Sawyer",Tunisia,21th century,GOVERNMENT RELATIONS,1543
BCED1114271Ae1A,Mcgrath Ltd,Haiti,20th century,HOSPITAL / HEALTH CARE,9984
C6F140BFD6ED4f0,"Osborn, Monroe and Huynh",Liberia,21th century,RAILROAD MANUFACTURE,2161
4c8870cB7459f01,"Barr, Gregory and Swanson",Ukraine,20th century,ACCOUNTING,3228
6A3eE1AE8Bc97db,"Lam, Rivers and Cameron",French Southern Territories,20th century,TOBACCO,4983
fCb69C3AD420CA7,Juarez Inc,Uruguay,20th century,INTERNATIONAL TRADE / DEVELOPMENT,6783
fAe276cdfC7af91,"Fletcher, Yates and Villanueva",Cameroon,20th century,TEXTILES,4410
Ad1A4Dd870efc6d,Andrade Ltd,Slovenia,20th century,LUXURY GOODS / JEWELRY,6796
400FB8CFe9A888F,Maldonado-Trujillo,Uganda,20th century,WRITING / EDITING,5690
8CA8cA50C7019d0,Acosta-Cannon,Barbados,20th century,MEDICAL PRACTICE,2671
bE06D6DBF91647A,Reeves Ltd,Togo,21th century,MILITARY INDUSTRY,4340
dbf08fbfCd505bA,Colon-Wilcox,Cape Verde,20th century,FARMING,9610
F45d92CED0A8acF,"Ramos, Walters and Guerrero",Georgia,21th century,CIVIL ENGINEERING,3212
c52Cd896Ed3FeE6,Rogers-Mccann,Saint Kitts and Nevis,20th century,MENTAL HEALTH CARE,2652
aC0e08a29eFb4aC,"Jensen, Sosa and Mcgee",Tuvalu,21th century,LEGISLATIVE OFFICE,1147
E3Ba17EE3521BA4,"Santos, Hardy and Cook",Hong Kong,20th century,WRITING / EDITING,9112
e6F0eD14cE9D4Bc,Saunders PLC,Puerto Rico,21th century,UTILITIES,7103
0F4508cFe80Ee1c,Pruitt-Salas,Namibia,21th century,SUPERMARKETS,7696
7Ac17E7Ea5418f0,Graves-Mueller,Saint Martin,20th century,LEISURE / TRAVEL,7807
B289CbaccA3aCF8,Washington Inc,Mauritius,20th century,PACKAGING / CONTAINERS,9442
A921481e1C1e906,Gibson-Burnett,Guam,21th century,MEDICAL EQUIPMENT,9225
648e86EdFc238a9,Jarvis Inc,China,21th century,AIRLINES / AVIATION,2383
ee4C37B7fAcF2C7,"Finley, Chung and Woodward",Poland,20th century,UTILITIES,4208
48Fd5A12FBE9fe1,Tyler-Olsen,British Indian Ocean Territory (Chagos Archipelago),20th century,BANKING / MORTGAGE,3395
Ec09a6BD727fBeC,Howe-Gilbert,China,21th century,STAFFING / RECRUITING,5137
8A5B6fFFc0aFC6F,Miles-Terry,Botswana,20th century,OIL / ENERGY / SOLAR / GREENTECH,9409
f1beDaaf085FaAc,Johns-Palmer,American Samoa,20th century,APPAREL / FASHION,8799
37FFA3c3E921695,"Roy, Sanchez and Chung",Bolivia,20th century,FISHERY,5740
A6bA040BC9ADf6e,Taylor-Beasley,Malawi,20th century,JUDICIARY,6162
d9008fcC9f5cA06,"Duncan, Poole and Mann",Iceland,21th century,CHEMICALS,3890
dEcCaEbb69cBF76,"Garza, Shepherd and Blanchard",Cape Verde,20th century,ALTERNATIVE MEDICINE,9186
7589Cb18bacD658,"Copeland, Hamilton and Dennis",Norway,21th century,LAW ENFORCEMENT,4516
6747c80Be7b9fFb,"Powell, Carpenter and Moreno",Cayman Islands,20th century,CIVIL ENGINEERING,8610
EfA330A01d74ceE,Mcdonald-Hensley,Sao Tome and Principe,20th century,LEGISLATIVE OFFICE,4476
72aEFA2EecDC4eb,"Benjamin, Schmidt and Valdez",Argentina,21th century,FINANCIAL SERVICES,1098
C5FB8173AC904Ad,Monroe PLC,Honduras,21th century,ARCHITECTURE / PLANNING,4157
f5D751eF632013e,Richmond-Lara,Cote d'Ivoire,20th century,CONSTRUCTION,5098
aDf3CebC93b2Df8,Luna Group,Georgia,20th century,PUBLISHING INDUSTRY,6210
D4E56809dD0DE6F,Mullen PLC,United States Virgin Islands,20th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,6685
Ec91171c85fAF5a,Buck-Barnett,Lebanon,21th century,DAIRY,9112
DfcddBD12fAC9d7,"Hughes, Watts and Boyer",Solomon Islands,21th century,LIBRARY,5248
a69dCC5645DdeCb,"Palmer, Davenport and Ramos",Micronesia,21th century,COSMETICS,3805
676BEbEdDD2CFF2,Long and Sons,Australia,20th century,CONSUMER GOODS,6614
fFB7c20B4705f06,"Benson, Farmer and Kaufman",Turkmenistan,20th century,RESTAURANTS,5870
0b257D72722A2Ae,Rivera Group,Azerbaijan,20th century,BROADCAST MEDIA,5456
771C3ea42FFdb63,"Lynch, Hendricks and Finley",Lesotho,21th century,SPORTS,9255
AA19fD3b04314e0,Bradshaw-Herman,Malawi,21th century,INFORMATION SERVICES,3456
dcC8fA9CeaDD747,Burton-Ryan,Uzbekistan,21th century,GOVERNMENT RELATIONS,1422
ddeC9243Ec4AABB,Gaines-Shelton,Saint Lucia,20th century,PHILANTHROPY,6823
D7D9F3cC9fb3CBD,Bowen-Schwartz,Togo,21th century,THINK TANKS,6022
fAaa5dE5a7dEc1c,"Mckay, Reese and Raymond",Croatia,21th century,PERFORMING ARTS,5862
F856bF9A09fF273,"Richard, Terrell and Cardenas",Bangladesh,20th century,MANAGEMENT CONSULTING,2882
CcFe4520D3CEb1d,Stuart LLC,Malaysia,20th century,EXECUTIVE OFFICE,8346
E84997ACcA7da10,"Lozano, Reeves and King",Turkmenistan,21th century,INTERNATIONAL AFFAIRS,1017
0cbD60d502587Cb,Carter Group,Portugal,21th century,PROGRAM DEVELOPMENT,2572
afB8cCa27d9B3e0,Mitchell-Short,Kazakhstan,20th century,WHOLESALE,6282
f5eB62aCab0c32A,"Weeks, Wu and Middleton",Georgia,20th century,TRANSPORTATION,5618
b48AD1be66FB733,Christian Group,Saint Kitts and Nevis,21th century,MARKETING / ADVERTISING / SALES,3213
FFEfFB9388A3eA0,Bradshaw and Sons,United Arab Emirates,21th century,VENTURE CAPITAL / VC,4392
58B001f28aEC947,"Calhoun, Davis and Morales",Argentina,20th century,COMPUTER / NETWORK SECURITY,6857
b6a536a4FFfF65f,Hurley LLC,Bulgaria,21th century,LIBRARY,6377
DE86f1d9fEdEddb,Cunningham-Avila,Cameroon,20th century,CIVIL ENGINEERING,6847
FaeeDb1B0dB074d,Grimes-Melendez,Syrian Arab Republic,21th century,STAFFING / RECRUITING,7154
40e1D5BA2ea2b83,"Mueller, Logan and Parks",Sudan,20th century,SPORTING GOODS,9056
Fb22EA0f23fE43D,Sharp Ltd,Madagascar,21th century,VETERINARY,8185
af7cEb73468FccE,"Roberson, Daugherty and Cross",Switzerland,20th century,LEGAL SERVICES,2872
80f2CdAf99cEc63,"Garrett, Velazquez and Huber",Kenya,21th century,FISHERY,2864
7aCdB21Be11f56b,Cross and Sons,Yemen,20th century,PUBLISHING INDUSTRY,1689
c34ED2F592F872F,Mcknight LLC,Tajikistan,20th century,COMPUTER SOFTWARE / ENGINEERING,8115
13BDD4A1fb1695e,Becker-Figueroa,Mali,21th century,MEDIA,8349
7deC2d7CbE717b5,Butler-Rasmussen,Bosnia and Herzegovina,21th century,FURNITURE,8662
Fd5AFcf0Ab0e6DD,Lynch-Cooke,Monaco,21th century,ALTERNATIVE DISPUTE RESOLUTION,4482
53E1CE7c8a32Bda,Jensen-Zhang,Czech Republic,21th century,MARKETING / ADVERTISING / SALES,3253
d949b8Ec42db1aC,Krause-Gaines,Bahamas,20th century,AIRLINES / AVIATION,2407
EbD259Ce26A0D32,Cohen Ltd,Austria,20th century,LEGISLATIVE OFFICE,4287
F928b8ABd5f97E9,Herman-Russell,Sao Tome and Principe,20th century,FOOD / BEVERAGES,9733
E69bdbe94d4A7CD,Cardenas-Barrera,Mauritania,21th century,MARITIME,1847
4620CA9dEe8598b,Flynn-Merritt,India,20th century,LEGAL SERVICES,9070
42941ebDFCD537b,Morse-Estes,Nepal,21th century,MINING / METALS,2358
76aEDF13fb927B6,"Campbell, Lara and Kerr",Belgium,21th century,DEFENSE / SPACE,7132
Fa85E5cbbbc9B71,Lynch-Buchanan,Korea,21th century,WAREHOUSING,8119
500F3Ef7cc8AD0f,Stokes-Stafford,Mozambique,21th century,PROGRAM DEVELOPMENT,6653
6fc4eD2Eca92eC1,"Barrera, Moody and Flores",French Polynesia,20th century,SHIPBUILDING,2824
CE3deee4cbFFA5c,"Shields, Cooper and Hamilton",Nauru,20th century,LIBRARY,6290
37dB05002c5df3B,Burns and Sons,Albania,20th century,BANKING / MORTGAGE,6191
0Ae569eCDefBA54,Callahan Group,Wallis and Futuna,20th century,ENVIRONMENTAL SERVICES,2676
c0eFaB178e7e405,"Knight, Kelley and Vasquez",Senegal,21th century,HEALTH / FITNESS,4046
3Fe9EFb4F63c0DD,Ingram-Fleming,Italy,20th century,AIRLINES / AVIATION,6089
6b718Ae3098CD15,Bowman Group,Slovakia (Slovak Republic),20th century,ALTERNATIVE DISPUTE RESOLUTION,2958
Fc1b9F98ce1dcA9,"Ray, Gross and Ibarra",Afghanistan,20th century,PUBLISHING INDUSTRY,7469
152FbccaeC937a0,Durham Inc,Congo,20th century,NEWSPAPERS / JOURNALISM,2447
4eb56dCd4C96Dae,Acevedo-Bush,Portugal,21th century,TELECOMMUNICATIONS,4258
EF32De6fEEbE0FD,Greene Group,Guadeloupe,20th century,DEFENSE / SPACE,3767
7fEF6b7ac290Fbf,Cervantes PLC,Sierra Leone,21th century,IMPORT / EXPORT,7976
761bB1f2EAA95c4,Michael PLC,China,21th century,ENTERTAINMENT / MOVIE PRODUCTION,5626
2dDf4c7a7ea3854,"Bird, Shaffer and Choi",Grenada,21th century,FARMING,7941
13B96e7C372aDfa,Day-Villarreal,Equatorial Guinea,20th century,BROADCAST MEDIA,7146
Dddbc4CC8BDBEc2,Romero LLC,Luxembourg,20th century,MECHANICAL OR INDUSTRIAL ENGINEERING,2586
Bb4fA1aaBdFEfFC,Escobar Inc,Angola,21th century,E - LEARNING,7602
29Dc964de862a2C,"Page, Shepard and May",Belgium,21th century,INSURANCE,8703
98cddDbCe3d55F6,Kramer Inc,Paraguay,20th century,ARCHITECTURE / PLANNING,7642
706F50aD062afb9,Mays-Joseph,Botswana,21th century,MINING / METALS,7861
372f4315a4A7BeC,Gilbert and Sons,Palau,21th century,WIRELESS,3226
9D1EAEdfEd38F73,Henry PLC,Korea,21th century,INVESTMENT BANKING / VENTURE,5559
989bD2355423d1D,Mccullough-Parrish,Pakistan,21th century,INTERNATIONAL TRADE / DEVELOPMENT,8184
A76e8e0AafAf732,Briggs-Watson,Guadeloupe,21th century,PUBLIC SAFETY,9404
Ea4Ab8dF6c1b6AC,Joseph Group,Iraq,20th century,TRANSLATION / LOCALIZATION,8459
Aa36DCd4DCeABD2,"Little, Kane and Holder",Iceland,20th century,ONLINE PUBLISHING,2260
6edCbDcda6F4dCC,"Gutierrez, Zuniga and Haas",Micronesia,20th century,RAILROAD MANUFACTURE,8059
61EE9c6970df6cb,Willis-Robinson,Armenia,21th century,WRITING / EDITING,1642
a1eb1FF420Ac37d,Hebert Group,Bermuda,20th century,LEGISLATIVE OFFICE,7609
338dcd79D1eAc18,Wong Inc,Tokelau,21th century,MARKET RESEARCH,1702
dE6b88799826A72,Rice-Walker,Kyrgyz Republic,20th century,CHEMICALS,5167
2824d1AE5ff000a,Graham Inc,Tonga,21th century,COMPUTER NETWORKING,5800
daacEaFb6dE588e,Gilbert-Wilkinson,Malaysia,20th century,MANAGEMENT CONSULTING,5944
fa9588dfF60aCAA,"Silva, Terrell and Keith",Paraguay,20th century,PUBLIC RELATIONS / PR,6314
3CeC8971dF722AE,Dorsey-Strong,Barbados,20th century,OIL / ENERGY / SOLAR / GREENTECH,3201
49A2dF03cC43D68,Gonzalez-Hatfield,Ghana,20th century,EVENTS SERVICES,7444
Aec88DABfaF7774,Payne and Sons,United States of America,20th century,RAILROAD MANUFACTURE,6647
d0c440B891D4E4e,Kelly-Arroyo,Ghana,20th century,WINE / SPIRITS,5838
611FbbadBfAFf10,Lucas PLC,Barbados,21th century,SECURITY / INVESTIGATIONS,7495
1aB111E79FA821e,"Higgins, Robles and Mckinney",Heard Island and McDonald Islands,21th century,INTERNATIONAL AFFAIRS,2417
2F69029456c3f7a,Espinoza LLC,Guadeloupe,21th century,HOSPITAL / HEALTH CARE,6280
dDa385295994bb4,Gordon-Henderson,Korea,21th century,MACHINERY,1664
FA661E6Af36Baf5,Short-Bentley,Togo,21th century,JUDICIARY,8739
EfBB4a7FaEBee0D,Mercado Inc,South Africa,21th century,PUBLISHING INDUSTRY,8097
589eDCEc40aFEEe,Mcdaniel Inc,Mongolia,21th century,BUILDING MATERIALS,3050
ec05DCbebb6f4E5,"Perkins, Pham and Andrews",Rwanda,21th century,COMPUTER SOFTWARE / ENGINEERING,7199
71b17cefAdD0c4D,Sparks-Guerra,Guernsey,20th century,STAFFING / RECRUITING,2230
Bcc2CeB46eFAece,"Hampton, Price and Arroyo",French Guiana,21th century,INTERNATIONAL AFFAIRS,5556
eD2CbBEB2215FCB,York LLC,Bahamas,20th century,MANAGEMENT CONSULTING,3824
d597d8C20148AbC,Turner and Sons,Senegal,20th century,OTHER INDUSTRY,9635
5fd70a9Ab84BE08,Mccall Ltd,Singapore,20th century,STAFFING / RECRUITING,1911
9173ED4d2c7cC76,Huang Inc,Maldives,21th century,CIVIL ENGINEERING,2398
5fdb2ef548ba15C,"Duffy, Espinoza and Potter",Iran,21th century,LUXURY GOODS / JEWELRY,4185
3a1Bda51eCbc7e2,"Sanchez, Wall and Schaefer",Ecuador,21th century,LEGAL SERVICES,8565
eEEbfBec9EbdB21,Meyers LLC,Botswana,20th century,FUNDRAISING,6268
5b6bc5f3dfd4eBc,Lane-Mcknight,Algeria,20th century,TRANSPORTATION,8056
Dec9852eb7Cf25F,Boone-Irwin,Tajikistan,20th century,INVESTMENT BANKING / VENTURE,5412
1feA4c1337A523f,Boyd-Walton,United Arab Emirates,21th century,MARKET RESEARCH,8615
f7904f3C71Bd536,Dyer-Massey,Faroe Islands,20th century,MARKETING / ADVERTISING / SALES,6454
f9b43CC40adDd55,Mcdowell-Stephens,British Virgin Islands,20th century,ENVIRONMENTAL SERVICES,5814
B69e978Ed00fE32,Lee-Berger,American Samoa,20th century,INFORMATION SERVICES,6695
4eAEca8C2b165f4,"Lindsey, Huber and Murphy",El Salvador,21th century,INSURANCE,1195
2478874d0ebA608,Cobb-Gallagher,Qatar,21th century,RENEWABLES / ENVIRONMENT,7020
3e68Cd6DFFD5FB7,Simpson-Swanson,Seychelles,20th century,COMPUTER NETWORKING,2799
4b0De31d2Abad28,"Leonard, Barnes and Mccoy",Ethiopia,21th century,ARTS / CRAFTS,4069
d8ac7C1b48DA58c,Huber Group,Korea,20th century,OTHER INDUSTRY,5543
BE7730DffbB54FC,Kennedy-Benton,Japan,20th century,STAFFING / RECRUITING,8120
DfBaE7770bD6fF3,"Huang, Dennis and Swanson",Falkland Islands (Malvinas),21th century,COMPUTER HARDWARE,7040
8f5eFD72DB91C6a,"Park, Bates and Bonilla",Aruba,20th century,MARKETING / ADVERTISING / SALES,1088
855e9B4dbd8B341,Wang and Sons,Mayotte,20th century,INTERNATIONAL TRADE / DEVELOPMENT,4650
7AcbA6D35D20E7E,Fox-Yang,British Virgin Islands,20th century,LEGAL SERVICES,8781
a0Dee16ADa05c3C,Bruce Group,Grenada,21th century,MARKET RESEARCH,2518
eE3d5fe39Edfc22,Hudson-Christensen,Faroe Islands,20th century,INDIVIDUAL / FAMILY SERVICES,4095
f6F2Fc3A161e3Ce,Ho-Castillo,British Indian Ocean Territory (Chagos Archipelago),21th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,7848
A16De81B4AecCBa,"Davies, Haney and Gill",Palestinian Territory,20th century,PRINTING,3353
491A056f9B1e3ac,Church-Chen,Cape Verde,21th century,BROADCAST MEDIA,5284
422DdEEd7bDeBCC,Clements-Chan,Cuba,21th century,RENEWABLES / ENVIRONMENT,8328
17C7Cf9BdBAd78A,Hurst-Riley,Mayotte,21th century,INFORMATION SERVICES,7300
D6b2b9b2c505905,"Matthews, Blackwell and Fletcher",Ethiopia,21th century,BUSINESS SUPPLIES / EQUIPMENT,7274
aA39b99Ca1fE1D4,Rasmussen Ltd,Saint Helena,21th century,BIOTECHNOLOGY / GREENTECH,9545
Bf54A6Adc06CA20,Briggs-Larsen,Saudi Arabia,20th century,MENTAL HEALTH CARE,9502
fB3bc50f4542aaC,Bennett-Cervantes,Bosnia and Herzegovina,20th century,INTERNATIONAL TRADE / DEVELOPMENT,2525
EEFde4dfa5EbD43,Andrews and Sons,Mexico,20th century,EXECUTIVE OFFICE,9205
D5fcbc1932A12bC,"Walsh, Shea and Rosales",Somalia,21th century,BUILDING MATERIALS,1271
fE8E52f2eEeed4c,Allen Group,Guam,21th century,LUXURY GOODS / JEWELRY,5057
dF28b8eCfcaB157,Sexton-Ellis,Monaco,20th century,RESTAURANTS,1607
b5317A334c1b962,Howell Group,Japan,20th century,SPORTS,5627
409d382BBE103C9,Garrison-Huber,Costa Rica,20th century,RELIGIOUS INSTITUTIONS,8057
1DCfeBDADa8d1C2,"Carlson, Lynch and Kaufman",Mauritius,21th century,STAFFING / RECRUITING,3968
30aDcc06386fEc8,Barker PLC,Mongolia,20th century,ONLINE PUBLISHING,5725
BbAfB8b0Ad9cBDB,Phelps Ltd,Latvia,20th century,PUBLIC RELATIONS / PR,3420
DAadfcAa2dDfEEc,Duffy Inc,Cameroon,21th century,COSMETICS,5840
EA21b6CBAFFCb02,"Kline, Villegas and Haynes",Bangladesh,21th century,FACILITIES SERVICES,6587
Ec23AD3DFE4dDFc,"Young, Pugh and White",Pakistan,20th century,FOOD PRODUCTION,1991
D37b17f8D22DC78,Bradley and Sons,Argentina,21th century,EDUCATION MANAGEMENT,9767
483D8aDCd90bDDb,Molina-Owens,Mauritania,20th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,6235
eBA92bbf63aDAb4,Hughes and Sons,Holy See (Vatican City State),20th century,FARMING,9265
